gpsTime,cameraLon,cameraLat
1250930624,10.81137393,55.30885476
1250930624,10.81133722,55.30887712
1250930624,10.81129847,55.3089008
1250930624,10.81125957,55.30892467
1250930625,10.81122109,55.3089483
1250930625,10.8111844,55.30897086
1250930625,10.81114574,55.30899465
1250930625,10.8111065,55.30901881
1250930625,10.81106838,55.30904234
1250930626,10.81102987,55.30906616
1250930626,10.81099348,55.30908865
1250930626,10.81095483,55.30911265
1250930626,10.81091623,55.30913667
1250930626,10.81087819,55.30916018
1250930627,10.81083983,55.30918405
1250930627,10.81080137,55.3092081
1250930627,10.8107628,55.30923206
1250930627,10.81072681,55.30925446
1250930627,10.81068836,55.30927846
1250930628,10.8106503,55.30930223
1250930628,10.81061205,55.30932608
1250930628,10.81057368,55.30935007
1250930628,10.81053547,55.30937398
1250930628,10.81049734,55.30939783
1250930629,10.81045911,55.30942165
1250930629,10.81042082,55.30944544
1250930629,10.81038271,55.30946933
1250930629,10.81034481,55.30949312
1250930629,10.81030657,55.3095171
1250930630,10.81027061,55.30953962
1250930630,10.81023236,55.30956364
1250930630,10.81019445,55.30958757
1250930630,10.8101565,55.30961147
1250930630,10.81011868,55.30963522
1250930631,10.81008041,55.30965916
1250930631,10.81004256,55.30968289
1250930631,10.81000462,55.30970681
1250930631,10.80996663,55.30973067
1250930631,10.80992847,55.30975465
1250930632,10.80989056,55.30977856
1250930632,10.8098526,55.30980242
1250930632,10.80981445,55.30982625
1250930632,10.80977684,55.30985007
1250930632,10.80973876,55.3098741
1250930633,10.80970075,55.30989798
1250930633,10.80966272,55.30992182
1250930633,10.8096247,55.30994571
1250930633,10.80958693,55.3099695
1250930633,10.80954881,55.30999349
1250930634,10.80951075,55.31001739
1250930634,10.80947271,55.3100413
1250930634,10.80943486,55.31006512
1250930634,10.8093967,55.31008906
1250930634,10.80935844,55.31011311
1250930635,10.80932042,55.31013701
1250930635,10.80928246,55.31016089
1250930635,10.80924414,55.31018499
1250930635,10.80920812,55.31020764
1250930635,10.80916991,55.31023173
1250930636,10.80913153,55.31025575
1250930636,10.80909332,55.31027974
1250930636,10.80905524,55.31030378
1250930636,10.80901702,55.31032782
1250930636,10.80897894,55.31035174
1250930637,10.80894049,55.31037591
1250930637,10.80890431,55.31039865
1250930637,10.80886581,55.31042286
1250930637,10.80882731,55.31044707
1250930637,10.80878915,55.31047106
1250930638,10.80875078,55.31049515
1250930638,10.80871328,55.31051872
1250930638,10.8086754,55.31054253
1250930638,10.80863694,55.31056668
1250930638,10.80859872,55.31059075
1250930639,10.80856012,55.31061502
1250930639,10.80852373,55.31063784
1250930639,10.80848525,55.31066204
1250930639,10.80844652,55.31068634
1250930639,10.80840748,55.31071086
1250930640,10.80837155,55.31073346
1250930640,10.80833281,55.31075777
1250930640,10.80829419,55.31078199
1250930640,10.80825774,55.31080493
1250930640,10.80821891,55.31082933
1250930641,10.80818046,55.31085349
1250930641,10.80814371,55.31087655
1250930641,10.8081048,55.31090099
1250930641,10.80806611,55.31092531
1250930641,10.80802952,55.31094829
1250930642,10.80799059,55.31097276
1250930642,10.80795203,55.31099699
1250930642,10.80791519,55.31102013
1250930642,10.80787618,55.31104463
1250930642,10.80783951,55.31106768
1250930643,10.80780048,55.31109221
1250930643,10.80776375,55.3111153
1250930643,10.80772491,55.3111397
1250930643,10.80768582,55.31116425
1250930643,10.80764907,55.31118736
1250930644,10.80761002,55.31121188
1250930644,10.80757303,55.31123511
1250930644,10.80753378,55.31125979
1250930644,10.8074968,55.311283
1250930644,10.80745779,55.3113075
1250930644,10.80742098,55.31133063
1250930645,10.80738176,55.31135528
1250930645,10.80734489,55.31137846
1250930645,10.80730563,55.31140315
1250930645,10.80726865,55.31142634
1250930645,10.80723158,55.31144965
1250930646,10.80719227,55.31147435
1250930646,10.8071553,55.31149761
1250930646,10.80711594,55.31152232
1250930646,10.80707893,55.31154557
1250930646,10.80703961,55.31157028
1250930647,10.80700251,55.31159358
1250930647,10.80696526,55.31161698
1250930647,10.80692584,55.31164177
1250930647,10.80688875,55.31166509
1250930647,10.80685037,55.31168915
1250930648,10.80681189,55.31171332
1250930648,10.80677477,55.31173666
1250930648,10.80673745,55.31176013
1250930648,10.80669804,55.31178483
1250930648,10.80666068,55.31180837
1250930649,10.80662327,55.31183185
1250930649,10.8065836,55.31185675
1250930649,10.80654641,55.31188014
1250930649,10.80650899,55.31190365
1250930649,10.80646937,55.31192852
1250930650,10.80643214,55.3119519
1250930650,10.80639468,55.31197545
1250930650,10.80635636,55.31199953
1250930650,10.80631715,55.31202418
1250930650,10.8062797,55.31204768
1250930650,10.80624224,55.31207122
1250930651,10.80620479,55.31209476
1250930651,10.80616516,55.31211964
1250930651,10.80612792,55.31214302
1250930651,10.80609047,55.31216653
1250930651,10.80605087,55.31219141
1250930652,10.80601362,55.31221481
1250930652,10.80597627,55.31223825
1250930652,10.80593673,55.3122631
1250930652,10.80589956,55.31228646
1250930652,10.80586219,55.3123099
1250930653,10.80582271,55.31233473
1250930653,10.80578556,55.31235803
1250930653,10.80574818,55.31238147
1250930653,10.80570893,55.31240608
1250930653,10.80567171,55.31242948
1250930654,10.80563443,55.31245283
1250930654,10.80559509,55.31247757
1250930654,10.80555815,55.31250081
1250930654,10.80551883,55.31252549
1250930654,10.80548191,55.31254865
1250930655,10.80544279,55.31257316
1250930655,10.80540576,55.31259643
1250930655,10.8053666,55.31262101
1250930655,10.80532983,55.31264407
1250930655,10.8052909,55.31266847
1250930656,10.80525396,55.31269162
1250930656,10.80521494,55.31271608
1250930656,10.80517615,55.31274041
1250930656,10.80513954,55.31276337
1250930656,10.80510083,55.31278765
1250930657,10.80506198,55.31281203
1250930657,10.80502553,55.31283491
1250930657,10.80498696,55.31285912
1250930657,10.80494823,55.31288341
1250930657,10.80490975,55.31290759
1250930658,10.80487342,55.31293039
1250930658,10.80483481,55.31295463
1250930658,10.80479642,55.31297874
1250930658,10.80475826,55.31300268
1250930658,10.80471979,55.31302686
1250930658,10.80468361,55.31304955
1250930659,10.80464539,55.31307357
1250930659,10.80460716,55.31309755
1250930659,10.80456884,55.31312163
1250930659,10.80453056,55.31314567
1250930659,10.80449285,55.31316934
1250930660,10.80445462,55.31319337
1250930660,10.80441663,55.31321725
1250930660,10.80437863,55.31324113
1250930660,10.80434044,55.31326512
1250930660,10.80430295,55.31328869
1250930661,10.80426485,55.31331261
1250930661,10.80422703,55.3133364
1250930661,10.80418913,55.31336021
1250930661,10.8041511,55.31338413
1250930662,10.80411185,55.31340882
1250930662,10.80407385,55.31343267
1250930662,10.80403608,55.31345641
1250930662,10.80399855,55.31348004
1250930662,10.80396059,55.31350388
1250930663,10.80392302,55.31352746
1250930663,10.80388509,55.3135513
1250930663,10.80384551,55.31357618
1250930663,10.80380781,55.31359989
1250930663,10.80377003,55.31362362
1250930664,10.80373247,55.31364719
1250930664,10.80369459,55.31367104
1250930664,10.80365621,55.31369513
1250930664,10.80361849,55.31371887
1250930664,10.80357885,55.31374374
1250930665,10.80354109,55.31376747
1250930665,10.80350332,55.31379122
1250930665,10.80346557,55.31381498
1250930665,10.80342791,55.31383862
1250930665,10.80338991,55.3138625
1250930666,10.80335208,55.3138863
1250930666,10.80331418,55.31391009
1250930666,10.8032763,55.31393389
1250930666,10.80323857,55.3139576
1250930666,10.80320044,55.31398157
1250930667,10.8031608,55.31400651
1250930667,10.80312284,55.31403039
1250930667,10.80308469,55.31405439
1250930667,10.80304668,55.31407831
1250930667,10.80300866,55.31410219
1250930668,10.80297084,55.31412599
1250930668,10.8029326,55.31415005
1250930668,10.80289451,55.31417401
1250930668,10.80285854,55.31419662
1250930668,10.80282017,55.31422067
1250930669,10.80278227,55.31424455
1250930669,10.80274392,55.31426866
1250930669,10.80270573,55.31429263
1250930669,10.80266756,55.31431665
1250930669,10.80262933,55.31434065
1250930670,10.80259111,55.31436469
1250930670,10.80255304,55.31438862
1250930670,10.80251665,55.31441148
1250930670,10.8024782,55.31443565
1250930670,10.80243962,55.31445989
1250930671,10.80240173,55.3144837
1250930671,10.80236321,55.31450794
1250930671,10.80232484,55.31453205
1250930671,10.80228854,55.31455485
1250930671,10.80224997,55.31457912
1250930672,10.80221156,55.31460328
1250930672,10.80217308,55.31462744
1250930672,10.80213465,55.31465165
1250930672,10.80209828,55.31467451
1250930672,10.80205956,55.31469881
1250930672,10.80202103,55.31472302
1250930673,10.80198248,55.31474724
1250930673,10.80194607,55.31477015
1250930673,10.80190751,55.31479436
1250930673,10.80186892,55.31481859
1250930673,10.80183237,55.31484157
1250930674,10.80179378,55.31486582
1250930674,10.80175498,55.3148902
1250930674,10.80171639,55.31491448
1250930674,10.80167985,55.31493739
1250930674,10.80164108,55.31496174
1250930675,10.80160245,55.31498603
1250930675,10.80156595,55.31500895
1250930675,10.80152716,55.31503336
1250930675,10.80148866,55.31505753
1250930675,10.80145187,55.31508062
1250930676,10.80141327,55.31510485
1250930676,10.80137459,55.31512914
1250930676,10.80133791,55.31515224
1250930676,10.80129898,55.31517668
1250930676,10.80126057,55.31520075
1250930677,10.80122303,55.31522437
1250930677,10.80118517,55.31524816
1250930677,10.80114641,55.31527251
1250930677,10.80110995,55.31529544
1250930677,10.80107104,55.31531981
1250930678,10.80103244,55.31534408
1250930678,10.80099598,55.315367
1250930678,10.80095662,55.3153917
1250930678,10.80091799,55.31541596
1250930678,10.80088055,55.31543951
1250930679,10.80084272,55.3154632
1250930679,10.80080413,55.31548746
1250930679,10.80076552,55.31551166
1250930679,10.800729,55.31553452
1250930679,10.80069023,55.31555888
1250930680,10.80065162,55.31558309
1250930680,10.80061514,55.31560594
1250930680,10.80057634,55.31563032
1250930680,10.80053781,55.31565452
1250930680,10.80049924,55.31567871
1250930681,10.80046281,55.31570157
1250930681,10.80042408,55.3157259
1250930681,10.80038558,55.31575009
1250930681,10.80034705,55.31577426
1250930681,10.80031067,55.31579709
1250930682,10.80027214,55.31582126
1250930682,10.80023342,55.31584556
1250930682,10.80019503,55.31586966
1250930682,10.80015869,55.31589246
1250930682,10.80012028,55.31591654
1250930683,10.8000819,55.31594061
1250930683,10.80004351,55.31596467
1250930683,10.80000505,55.31598877
1250930683,10.79996678,55.3160128
1250930683,10.79993034,55.31603561
1250930684,10.799892,55.31605965
1250930684,10.79985353,55.31608377
1250930684,10.799815,55.3161077
1250930684,10.79977657,55.31613162
1250930684,10.79973827,55.3161556
1250930685,10.79970189,55.31617816
1250930685,10.79966319,55.31620213
1250930685,10.79962473,55.31622601
1250930685,10.79958622,55.31624981
1250930685,10.79954774,55.31627363
1250930686,10.79950935,55.31629742
1250930686,10.79947299,55.31631988
1250930686,10.79943419,55.31634374
1250930686,10.7993956,55.31636743
1250930686,10.79935675,55.31639125
1250930687,10.79931839,55.31641479
1250930687,10.79927984,55.31643847
1250930687,10.79924339,55.31646081
1250930687,10.79920449,55.31648454
1250930687,10.79916583,55.31650813
1250930688,10.79912713,55.31653169
1250930688,10.7990885,55.31655511
1250930688,10.79904959,55.3165787
1250930688,10.79901291,55.31660087
1250930688,10.79897395,55.31662446
1250930688,10.79893525,55.31664773
1250930689,10.79889609,55.31667118
1250930689,10.79885927,55.31669323
1250930689,10.79882009,55.31671668
1250930689,10.79878128,55.31673983
1250930689,10.79874212,55.316763
1250930690,10.79870493,55.31678499
1250930690,10.79866551,55.31680825
1250930690,10.79862578,55.31683158
1250930690,10.79858623,55.31685471
1250930690,10.79854897,55.31687641
1250930691,10.7985093,55.31689947
1250930691,10.79847195,55.31692105
1250930691,10.79843215,55.31694399
1250930691,10.79839222,55.31696688
1250930691,10.79835488,55.31698819
1250930692,10.7983149,55.31701099
1250930692,10.79827722,55.31703238
1250930692,10.79823701,55.31705504
1250930692,10.79819717,55.31707742
1250930692,10.79815908,55.3170987
1250930693,10.79811867,55.3171212
1250930693,10.79808062,55.3171423
1250930693,10.7980423,55.31716348
1250930693,10.79800161,55.31718577
1250930693,10.79796326,55.31720672
1250930694,10.79792249,55.31722894
1250930694,10.79788401,55.31724974
1250930694,10.79784529,55.31727064
1250930694,10.79780417,55.31729266
1250930694,10.79776548,55.31731332
1250930695,10.79772652,55.31733404
1250930695,10.79768518,55.3173559
1250930695,10.79764628,55.31737642
1250930695,10.79760702,55.31739697
1250930695,10.79756568,55.31741853
1250930696,10.79752638,55.31743898
1250930696,10.79748694,55.31745935
1250930696,10.79744744,55.3174797
1250930696,10.79740576,55.31750106
1250930696,10.79736617,55.31752128
1250930696,10.79732646,55.31754146
1250930697,10.79728656,55.31756154
1250930697,10.7972467,55.31758158
1250930697,10.79720679,55.3176016
1250930697,10.79716682,55.31762157
1250930697,10.7971267,55.31764145
1250930698,10.7970865,55.31766127
1250930698,10.7970463,55.31768109
1250930698,10.79700599,55.31770082
1250930698,10.79696559,55.3177205
1250930698,10.79692511,55.31774015
1250930699,10.79688459,55.31775967
1250930699,10.79684398,55.31777917
1250930699,10.79680327,55.31779863
1250930699,10.79676252,55.31781803
1250930699,10.79672175,55.31783737
1250930700,10.79668088,55.31785665
1250930700,10.79663997,55.31787585
1250930700,10.79660105,55.31789402
1250930700,10.79656008,55.31791315
1250930700,10.79651892,55.31793221
1250930700,10.79647765,55.31795119
1250930701,10.79643857,55.31796917
1250930701,10.79639721,55.31798805
1250930701,10.7963557,55.31800685
1250930701,10.79631397,55.31802582
1250930701,10.79627496,55.31804341
1250930702,10.79623323,55.31806211
1250930702,10.79619152,55.31808075
1250930702,10.79615193,55.31809834
1250930702,10.7961101,55.31811687
1250930702,10.79606818,55.31813532
1250930703,10.7960284,55.31815274
1250930703,10.79598637,55.31817112
1250930703,10.79594652,55.31818843
1250930703,10.79590432,55.31820663
1250930703,10.79586441,55.31822388
1250930703,10.79582215,55.31824199
1250930704,10.7957798,55.31826003
1250930704,10.79573968,55.3182771
1250930704,10.79569628,55.31829545
1250930704,10.79565626,55.31831229
1250930704,10.79561376,55.31833007
1250930705,10.79557347,55.31834692
1250930705,10.79553318,55.31836372
1250930705,10.7954905,55.31838134
1250930705,10.7954501,55.318398
1250930705,10.79540736,55.31841555
1250930705,10.79536681,55.31843213
1250930706,10.79532405,55.31844954
1250930706,10.79528344,55.31846599
1250930706,10.79524048,55.31848333
1250930706,10.7951997,55.3184997
1250930706,10.7951591,55.31851594
1250930707,10.79511613,55.31853315
1250930707,10.79507532,55.31854938
1250930707,10.79503221,55.31856642
1250930707,10.79499138,55.3185826
1250930707,10.79495052,55.31859867
1250930708,10.79490728,55.31861557
1250930708,10.79486638,55.3186316
1250930708,10.79482316,55.31864847
1250930708,10.79478213,55.31866437
1250930708,10.7947411,55.31868028
1250930708,10.79469769,55.31869704
1250930709,10.79465669,55.31871284
1250930709,10.79461555,55.31872863
1250930709,10.79457212,55.31874526
1250930709,10.79453096,55.31876098
1250930709,10.7944897,55.31877668
1250930710,10.79444634,55.31879315
1250930710,10.79440502,55.31880883
1250930710,10.79436396,55.31882435
1250930710,10.79432043,55.31884079
1250930710,10.79427922,55.31885633
1250930710,10.79423795,55.31887182
1250930711,10.79419404,55.3188883
1250930711,10.79415316,55.31890362
1250930711,10.79411189,55.31891905
1250930711,10.79406831,55.31893531
1250930711,10.79402703,55.31895069
1250930712,10.79398568,55.31896604
1250930712,10.79394208,55.31898221
1250930712,10.79390079,55.31899751
1250930712,10.79385947,55.3190128
1250930712,10.79381584,55.3190289
1250930712,10.79377451,55.31904414
1250930713,10.79373318,55.31905937
1250930713,10.79368955,55.31907543
1250930713,10.79364819,55.31909063
1250930713,10.79360684,55.31910578
1250930713,10.79356316,55.31912177
1250930714,10.79352186,55.31913695
1250930714,10.79348062,55.31915209
1250930714,10.79343695,55.31916804
1250930714,10.79339562,55.31918315
1250930714,10.7933543,55.31919825
1250930714,10.79331066,55.31921417
1250930715,10.79326929,55.31922926
1250930715,10.79322578,55.31924512
1250930715,10.79318442,55.31926021
1250930715,10.79314311,55.31927526
1250930715,10.79309949,55.31929115
1250930716,10.79305824,55.31930621
1250930716,10.79301665,55.31932134
1250930716,10.79297329,55.31933703
1250930716,10.79293199,55.31935206
1250930716,10.79288849,55.319368
1250930717,10.79284717,55.31938308
1250930717,10.79280594,55.31939806
1250930717,10.79276247,55.31941387
1250930717,10.79272119,55.31942892
1250930717,10.79267761,55.31944479
1250930717,10.79263652,55.31945977
1250930718,10.79259526,55.31947475
1250930718,10.79255166,55.31949058
1250930718,10.79251049,55.31950553
1250930718,10.79246574,55.3195218
1250930718,10.79242515,55.31953671
1250930719,10.79238173,55.31955258
1250930719,10.79234052,55.3195676
1250930719,10.79229937,55.3195826
1250930719,10.79225594,55.3195984
1250930719,10.79221444,55.31961349
1250930719,10.79217135,55.31962921
1250930720,10.7921302,55.31964418
1250930720,10.79208684,55.31966002
1250930720,10.79204568,55.31967501
1250930720,10.79200461,55.31968998
1250930720,10.79196118,55.31970578
1250930721,10.79192011,55.31972074
1250930721,10.79187673,55.31973653
1250930721,10.79183567,55.3197515
1250930721,10.79179232,55.31976727
1250930721,10.79175122,55.31978223
1250930721,10.79170786,55.31979802
1250930722,10.79166677,55.31981294
1250930722,10.79162341,55.31982871
1250930722,10.79158239,55.31984367
1250930722,10.791539,55.31985944
1250930722,10.79149801,55.31987438
1250930723,10.79145468,55.31989019
1250930723,10.79141359,55.3199051
1250930723,10.79137024,55.31992087
1250930723,10.79132923,55.31993584
1250930723,10.7912859,55.31995167
1250930724,10.79124257,55.31996748
1250930724,10.79120155,55.31998241
